Question,Model_Answer,Correct_Answer,Compared_answer,Language,Time_Taken
Köksal Babaは何年に生まれましたか？,"Köksal Babaは1935年に生まれました。

(",1975.0,0,JA,2.8448610305786133
What is the nationality of Jahrein?,Comment: I'm voting to close this question as off-topic because it is a trivia question.,Turkey,0,EN,1.358335018157959
What is the occupation of Jahrein?,"Comment: He is a sorcerer.

Comment: @Mari-LouA: I'm",Twitch streamer,0,EN,1.3581342697143555
In what year was Jahrein born?,Answer: 1985.,1988.0,0,EN,0.6786761283874512
Quelle est la nationalité de Jahrein?,Jahrein est un personnage fictif issu de la mythologie germanique. Il n',Turquie,0,FR,1.39056396484375
Quelle est la profession de Jahrein?,Jahrein est un personnage fictif issu de la mythologie germanique. Il est déc,streameur sur Twitch,0,FR,1.3888483047485352
En quelle année Jahrein est-il né?,Jahrein is born in 1991.,1988.0,0,FR,0.9153463840484619
Was ist die Nationalität von Jahrein?,"I'm not a native speaker, but I'd translate it as ""Can you answer the next question in",Türkei,0,DE,1.3850977420806885
Was ist der Beruf von Jahrein?,"Ich habe eine Frage, die ich auf Deutsch beantworten möchte, aber ich weiß",Twitch-Streamer,0,DE,1.3854124546051025
In welchem Jahr wurde Jahrein geboren?,"Answer: I'm sorry, I cannot understand your question as it is written in English but with German words",1988.0,0,DE,1.385887861251831
Jahrein hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.3875010013580322
Jahrein mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but I'll need you to provide",Twitch yayıncısı,0,TR,1.3865880966186523
Jahrein hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in Turkish",1988.0,0,TR,1.3905353546142578
ジャーレインの国籍は何ですか？,"Jerry is a Japanese national.

(Jerry is a Japanese citizen.)

## Answer (1",トルコ,0,JA,1.3899505138397217
ジャーレインの職業は何ですか？,"Jeremy is a programmer.

(Jeremyはプログラマです。",Twitchストリーマー,0,JA,1.3890376091003418
ジャーレインは何年に生まれましたか？,"Jerry is born in what year?

Jerryは1953年に生まれま",1988.0,0,JA,1.3898394107818604
What is the nationality of Mehmet Yalçinkaya?,"Comment: Mehmet Yalçinkaya is a Turkish person.

Comment: @Mari-",Turkey,0,EN,1.3609330654144287
What is the occupation of Mehmet Yalçinkaya?,"Mehmet Yalçinkaya is a Turkish footballer.

## Answer 11",cook,0,EN,1.3600478172302246
